RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
4257,15578462,Hs?,596,Spain,Female,76,9,134208.25,1,1,1,13455.43,0,0,5,DIAMOND,374
8499,15624892,Dennis,712,Germany,Male,37,7,93978.96,2,1,0,60651.77,0,0,1,PLATINUM,313
5371,15728564,Lo,682,France,Male,41,6,0.0,2,0,1,134158.09,1,1,1,DIAMOND,826
4557,15796231,Nwankwo,681,France,Female,18,1,98894.39,1,1,1,9596.4,0,0,1,GOLD,553
7247,15728010,Capon,485,France,Male,37,5,0.0,2,0,1,170226.47,0,0,4,SILVER,735
2840,15585451,Vigano,558,Germany,Female,32,1,108262.87,1,1,1,6935.31,0,0,3,PLATINUM,259
7161,15745375,Nnanna,640,Germany,Male,23,3,72012.76,1,1,0,161333.13,0,0,2,DIAMOND,599
6373,15791111,Fink,635,France,Female,47,2,125724.95,2,1,0,63236.97,0,0,5,PLATINUM,773
4306,15775294,Weber,692,France,Female,31,2,0.0,2,1,0,91829.17,1,1,4,SILVER,720
660,15603065,Grubb,751,France,Female,30,6,0.0,2,1,0,15766.1,0,0,2,DIAMOND,633
5091,15642709,Feng,474,France,Female,30,9,0.0,2,0,0,63158.22,0,0,1,PLATINUM,894
8553,15749345,Simpson,468,France,Female,22,1,76318.64,1,1,1,194783.12,0,0,5,GOLD,819
2574,15645942,Macleod,689,Spain,Male,40,2,0.0,2,1,1,164768.82,0,0,4,GOLD,490
6519,15795275,Lamb,521,Spain,Female,49,4,82940.25,2,0,0,62413.01,1,1,3,GOLD,772
2672,15611105,Castella,799,Spain,Male,35,7,0.0,2,0,1,140780.8,0,0,4,PLATINUM,695
2519,15759436,Aksenov,758,France,Female,50,2,95813.76,3,1,1,67944.09,1,1,2,PLATINUM,525
3154,15750056,Hyde,702,France,Female,29,6,149218.39,1,1,1,9633.01,0,0,3,DIAMOND,739
2031,15746190,Payton,624,Spain,Female,28,2,0.0,2,0,1,104353.26,0,0,4,GOLD,673
6141,15785042,Hsiung,488,France,Female,31,8,97588.6,1,0,0,124210.53,0,0,2,SILVER,712
1390,15684196,Aitken,627,France,Female,55,2,159441.27,1,1,0,100686.11,1,1,3,DIAMOND,485
697,15727299,Edgar,445,Spain,Male,62,1,64119.38,1,1,1,76569.64,1,1,5,PLATINUM,561
3634,15629846,Sheehan,827,Germany,Female,47,8,143001.5,2,1,0,108977.5,0,0,4,SILVER,265
8390,15715345,Sergeyeva,743,Spain,Male,25,6,0.0,2,1,0,129740.11,0,0,2,GOLD,748
8279,15628715,Kisch,709,France,Female,36,8,0.0,2,1,1,69676.55,0,0,3,PLATINUM,829
6984,15669501,Kuo,706,France,Male,35,5,0.0,2,1,1,81718.37,0,0,2,SILVER,712
4691,15681990,Palmerston,497,Germany,Male,24,6,111769.14,2,1,0,55859.27,0,0,4,DIAMOND,711
2687,15618765,Ponomaryov,530,Germany,Female,42,0,99948.45,1,0,1,97338.62,0,0,4,DIAMOND,478
764,15622750,Chu,742,Germany,Female,21,1,114292.48,1,1,0,31520.4,0,0,2,GOLD,254
5682,15720706,Hsing,529,Spain,Female,39,2,82766.43,1,1,1,122925.44,0,0,3,GOLD,574
7757,15606232,Holloway,621,Spain,Female,36,7,116338.68,1,1,1,155743.48,0,0,2,SILVER,280
5910,15713043,Siciliani,691,France,Female,33,6,0.0,2,1,1,100408.31,0,0,2,DIAMOND,467
9710,15682839,Genovesi,575,France,Female,57,8,137936.94,1,1,1,84475.13,0,0,5,GOLD,606
5827,15737961,Miller,509,Germany,Female,29,0,107712.57,2,1,1,92898.17,0,0,2,SILVER,831
6940,15807433,Zubarev,570,France,Female,43,9,0.0,2,0,1,11417.26,0,0,5,SILVER,236
6002,15606887,Singh,775,France,Female,30,5,0.0,1,1,0,193880.6,1,1,5,DIAMOND,807
1026,15759805,Pinto,582,France,Female,32,4,0.0,2,1,0,59668.81,0,0,4,SILVER,727
2056,15705991,Kenenna,469,Germany,Male,38,9,113599.42,1,0,0,11950.29,0,0,3,DIAMOND,880
4228,15789941,Yevseyev,633,France,Female,36,6,125130.28,1,0,0,125961.48,0,0,5,GOLD,465
9902,15802909,Hu,706,Germany,Female,56,3,139603.22,1,1,1,86383.61,0,0,4,SILVER,560
6776,15751455,Boyle,469,France,Female,48,5,0.0,1,1,0,160529.71,1,1,1,PLATINUM,847
8228,15702434,Hsieh,850,France,Female,30,3,0.0,2,1,0,116692.8,0,0,5,SILVER,451
4851,15593094,Goddard,516,France,Male,27,9,0.0,1,1,0,142680.64,1,1,2,GOLD,445
4792,15746461,Taylor,709,Spain,Male,35,2,0.0,2,1,0,104982.39,0,0,2,GOLD,422
8498,15649359,Somayina,587,France,Male,36,1,0.0,2,0,1,17135.6,0,0,1,GOLD,937
1455,15608653,Davison,521,Spain,Female,34,7,70731.07,1,1,1,20243.97,1,1,2,GOLD,773
9091,15813911,Hayes-Williams,809,France,Female,39,5,0.0,1,1,0,77705.75,0,0,5,DIAMOND,754
6480,15704160,Wan,648,Spain,Male,49,5,0.0,1,1,0,149946.43,1,1,4,GOLD,549
8206,15800793,St Clair,477,Germany,Female,39,4,182491.57,1,1,0,185830.72,0,0,3,SILVER,333
9125,15753639,Gibson,608,France,Male,37,5,146093.39,2,0,0,160593.41,0,0,3,SILVER,808
141,15698932,Groves,756,Germany,Male,44,10,137452.09,1,1,0,189543.9,0,0,5,PLATINUM,965
8162,15615352,Ebelechukwu,588,France,Male,31,4,99607.37,2,0,1,35877.03,0,0,2,DIAMOND,842
1697,15700255,Robson,814,Germany,Male,44,8,95488.82,2,0,0,107013.59,0,0,4,DIAMOND,474
4803,15756871,Capon,512,Spain,Male,39,3,0.0,1,1,0,134878.19,0,0,3,SILVER,397
6281,15578546,Akobundu,491,Germany,Male,26,4,102251.14,1,1,1,145900.89,0,0,3,SILVER,921
5234,15591286,Simmons,731,Germany,Female,49,4,88826.07,1,1,1,33759.41,1,1,2,DIAMOND,489
8148,15814675,Chien,642,Germany,Female,39,8,128264.03,1,1,0,61792.76,1,1,1,GOLD,280
366,15613085,Ibrahimova,628,Spain,Female,33,3,0.0,1,1,1,188193.25,0,0,4,GOLD,240
8061,15776596,Ferri,730,Spain,Female,39,6,140094.59,1,1,0,172450.04,1,1,4,GOLD,408
8257,15768574,Anderson,671,Spain,Male,58,1,178713.98,1,1,1,21768.21,0,0,4,SILVER,953
5385,15679813,Ellis,727,Spain,Male,28,1,0.0,1,1,0,40357.39,0,0,4,DIAMOND,979
5838,15657603,Finch,850,France,Female,35,6,81684.97,1,1,0,824.0,0,0,5,SILVER,576
7186,15686885,Nekrasov,777,Germany,Male,44,3,124655.59,2,0,1,79792.3,0,0,4,GOLD,372
8300,15792473,Reilly,598,Germany,Female,50,5,88379.81,3,0,1,64157.24,1,1,5,DIAMOND,746
4430,15686463,Fu,626,France,Male,38,7,141074.59,1,1,0,52795.56,1,1,2,DIAMOND,323
3856,15590344,Russell,708,Germany,Male,32,3,151691.44,2,1,1,172810.51,0,0,5,SILVER,463
1613,15649121,Pinto,665,France,Male,52,3,0.0,1,1,0,116137.01,1,1,1,GOLD,307
1196,15578866,Hughes,676,France,Female,43,2,0.0,1,1,1,55119.53,0,0,1,PLATINUM,679
5525,15654975,Wu,641,France,Female,53,0,123835.52,2,0,1,160110.65,0,0,5,SILVER,223
3351,15685628,Calabresi,670,Spain,Male,35,2,124268.64,2,0,1,84321.03,0,0,4,DIAMOND,301
6378,15588904,Balashova,692,France,Male,33,9,0.0,1,1,0,113505.93,1,1,3,PLATINUM,272
119,15661670,Chidozie,524,Germany,Female,31,8,107818.63,1,1,0,199725.39,1,1,1,SILVER,462
9830,15724200,Cheng,584,France,Male,38,1,115341.55,1,0,1,173632.92,0,0,2,DIAMOND,665
1786,15589380,Fraser,713,Germany,Male,40,3,114446.84,2,1,1,87308.18,0,0,4,DIAMOND,391
71,15703793,Konovalova,738,Germany,Male,58,2,133745.44,4,1,0,28373.86,1,1,4,GOLD,725
1275,15625916,Chien,562,Spain,Male,32,6,161628.66,1,1,0,91482.5,0,0,5,SILVER,561
8371,15807107,Patel,612,France,Male,32,3,121394.42,1,1,0,164081.42,0,0,1,PLATINUM,588
8024,15752588,Vasilyeva,664,France,Male,36,1,0.0,2,1,1,95372.64,0,0,4,PLATINUM,507
5692,15601383,Ibrahimova,744,Spain,Male,44,5,120654.68,1,1,0,82290.81,0,0,4,DIAMOND,790
2195,15710161,Ko,850,France,Female,34,2,0.0,2,1,1,171706.66,0,0,4,SILVER,589
4617,15758136,King,778,France,Male,37,3,141803.77,1,0,1,179421.84,0,0,3,GOLD,397
1375,15774738,Campa,632,France,Male,44,3,107764.75,1,1,0,185667.72,0,0,4,GOLD,582
8727,15570289,Benson,697,Germany,Male,43,8,103409.16,1,1,0,66893.28,1,1,2,GOLD,593
4182,15675842,Pinto,656,Spain,Male,26,4,139584.57,1,1,0,36308.93,0,0,4,SILVER,641
9083,15753161,Dickson,768,France,Female,36,5,180169.44,2,1,0,17348.56,0,0,2,GOLD,760
2163,15793842,Krichauff,700,France,Female,34,2,76322.69,1,1,0,128136.29,0,0,1,DIAMOND,479
6967,15689661,Gorbunov,663,France,Male,22,6,0.0,2,0,1,131827.15,0,0,4,PLATINUM,476
8593,15638774,Chong,719,Spain,Female,40,9,0.0,2,1,0,182224.14,0,0,1,GOLD,238
7054,15815271,Ritchie,755,Germany,Male,43,6,165048.5,3,1,0,16929.41,1,1,2,SILVER,434
1928,15647782,Brown,729,Germany,Male,36,8,152899.24,2,1,0,177130.33,0,0,4,SILVER,625
4689,15669606,Chu,690,France,Male,33,5,0.0,2,1,0,138017.68,0,0,3,PLATINUM,787
6676,15724663,Christmas,654,Spain,Female,36,5,0.0,2,0,0,157238.05,0,0,2,SILVER,596
9213,15605339,Baker,673,France,Female,37,10,0.0,2,1,1,37411.35,0,0,4,PLATINUM,450
2944,15639277,Lin,678,France,Female,41,9,0.0,1,0,0,13160.03,0,0,5,DIAMOND,911
7178,15697310,O'Callaghan,559,Germany,Female,28,3,152264.81,1,0,0,64242.31,0,0,1,DIAMOND,908
3829,15809777,Gadsden,497,Germany,Female,55,7,131778.66,1,1,1,9972.64,0,0,5,GOLD,605
1871,15782574,Warner,624,Spain,Male,33,6,0.0,2,0,0,76551.7,0,0,5,GOLD,566
6446,15719170,Sagese,679,France,Female,30,1,112543.42,1,1,1,179435.21,0,0,1,PLATINUM,228
6064,15635256,Arcuri,762,France,Male,31,7,117687.35,1,1,1,159344.43,0,0,2,PLATINUM,867
9432,15598948,DeRose,523,Spain,Female,24,5,172231.93,1,0,1,155144.12,0,0,5,GOLD,557
447,15730460,Oleary,722,France,Male,37,2,0.0,1,0,0,120906.83,0,0,4,GOLD,625
3803,15629551,Cattaneo,615,Germany,Female,44,9,126104.98,2,0,1,110718.02,0,0,3,SILVER,684
3228,15639576,Burns,691,France,Male,26,9,136623.19,1,1,0,153228.0,0,0,3,GOLD,550
9613,15794297,McKay,776,France,Male,36,1,0.0,2,1,0,53477.76,0,0,3,DIAMOND,329
8966,15811032,Gambrell,477,Germany,Female,58,8,145984.92,1,1,1,24564.7,0,0,5,DIAMOND,464
7139,15809837,Kent,430,Germany,Female,66,6,135392.31,2,1,1,172852.06,1,1,1,DIAMOND,886
5673,15622442,Mazzi,619,France,Male,29,5,0.0,2,1,0,194310.1,0,0,1,DIAMOND,775
6499,15770405,Warlow-Davies,613,France,Female,27,5,125167.74,1,1,0,199104.52,0,0,3,SILVER,819
3546,15690130,Wyatt,468,France,Female,32,8,137649.47,1,0,0,198714.29,0,0,4,PLATINUM,929
5656,15573171,Liao,695,Spain,Male,63,1,146202.93,1,1,1,126688.83,1,1,3,DIAMOND,703
7671,15711759,Wilkins,576,France,Female,29,5,108541.04,1,1,1,126469.09,0,0,5,DIAMOND,843
4752,15763256,Sheppard,661,Germany,Female,64,8,128751.65,2,1,0,189398.18,1,1,3,GOLD,254
3196,15705298,L?,697,Germany,Male,29,0,172693.54,1,0,0,141798.98,0,0,2,DIAMOND,267
6948,15809558,Peppin,715,Spain,Male,31,7,0.0,1,1,1,149970.59,0,0,1,PLATINUM,707
2175,15633108,Thorpe,646,France,Male,26,4,139848.17,1,1,0,164696.27,0,0,2,DIAMOND,915
4230,15808326,Maslov,592,France,Female,34,9,0.0,2,1,1,20460.2,0,0,4,DIAMOND,813
5524,15625586,Monaldo,717,France,Male,35,4,0.0,1,1,1,167573.06,0,0,4,DIAMOND,811
8329,15687171,Birch,638,Spain,Male,34,5,146679.77,1,1,0,102179.86,0,0,5,DIAMOND,790
5061,15681928,Yancy,577,France,Female,35,4,108155.49,1,1,0,105407.79,0,0,1,PLATINUM,565
7388,15690898,Bogolyubova,696,France,Male,44,8,161889.79,1,0,0,75562.47,0,0,4,GOLD,786
8549,15806546,Lucas,517,Spain,Male,46,4,0.0,1,1,0,22372.78,0,0,1,PLATINUM,465
5530,15812647,Yin,691,France,Male,34,8,133936.04,2,1,0,91359.79,0,0,1,SILVER,861
5000,15710408,Cunningham,584,Spain,Female,38,3,0.0,2,1,1,4525.4,0,0,2,GOLD,941
1889,15663921,Pisani,429,France,Male,60,7,0.0,2,1,1,163691.48,0,0,5,DIAMOND,778
6345,15579777,Sazonova,850,France,Male,41,3,0.0,2,1,0,128892.36,0,0,3,SILVER,775
3458,15713370,Hunter,657,Spain,Male,36,8,188241.05,2,0,0,183058.51,1,1,3,DIAMOND,382
8750,15701238,Chia,683,France,Male,47,1,0.0,2,1,0,148989.15,0,0,5,PLATINUM,745
5743,15632665,Yevseyev,832,France,Male,61,2,0.0,1,0,1,127804.66,1,1,2,DIAMOND,748
2869,15707968,Akobundu,545,Spain,Male,36,8,73211.12,2,1,0,89587.34,1,1,3,PLATINUM,472
6430,15623102,Nnaemeka,713,Spain,Male,38,6,116980.78,2,0,1,76038.38,0,0,3,GOLD,503
19,15661507,Muldrow,587,Spain,Male,45,6,0.0,1,0,0,158684.81,0,0,3,PLATINUM,732
9340,15722845,Meldrum,665,Spain,Male,29,1,182781.74,2,1,1,63732.9,0,0,4,GOLD,943
4367,15669060,Woolnough,662,France,Male,74,6,0.0,2,1,0,123583.85,0,0,1,SILVER,512
7497,15608804,Allan,824,Germany,Male,49,8,133231.48,1,1,1,67885.37,0,0,1,PLATINUM,927
9504,15698792,Keldie,671,France,Female,48,6,119769.77,1,0,1,66032.65,0,0,2,DIAMOND,475
7750,15781619,Stevenson,785,France,Female,38,1,0.0,1,1,0,134964.85,1,1,3,DIAMOND,526
8429,15566735,Obialo,548,Germany,Female,36,2,108913.84,2,1,1,140460.01,0,0,4,SILVER,800
3921,15620268,Thomson,634,Germany,Male,43,3,212696.32,1,1,0,115268.86,0,0,3,PLATINUM,327
5250,15804038,Quinn,740,France,Male,44,9,0.0,1,0,1,96528.0,1,1,2,DIAMOND,703
147,15705707,Bennelong,635,Spain,Female,29,8,138296.94,2,1,0,141075.51,0,0,1,PLATINUM,608
105,15804919,Dunbabin,670,Spain,Female,65,1,0.0,1,1,1,177655.68,1,1,2,GOLD,915
8141,15572022,Han,605,France,Female,36,6,0.0,1,0,1,690.84,0,0,4,DIAMOND,373
3853,15639669,Forbes,746,France,Male,36,9,127157.04,1,1,1,155700.15,0,0,3,SILVER,948
8238,15737275,Conti,649,France,Male,39,3,113096.41,1,1,1,60335.24,0,0,5,PLATINUM,946
5764,15700965,Toscano,724,France,Female,32,6,0.0,2,1,1,150026.79,0,0,4,PLATINUM,480
7480,15671987,Meagher,567,Spain,Male,35,8,153137.74,1,1,0,88659.07,0,0,2,PLATINUM,549
7194,15797246,Terry,621,Germany,Female,34,2,91258.52,2,1,0,44857.4,0,0,2,DIAMOND,607
9330,15572073,Yao,663,Spain,Male,35,5,0.0,2,1,1,62634.94,0,0,5,SILVER,252
9343,15694321,Su,619,France,Female,28,3,0.0,2,1,0,53394.12,0,0,3,PLATINUM,658
167,15724623,Taubman,704,Germany,Female,24,7,113034.22,1,1,0,162503.48,1,1,2,PLATINUM,801
5487,15783882,Daly,771,Spain,Female,41,5,0.0,2,0,1,92914.67,0,0,2,DIAMOND,958
8159,15744127,Kosovich,641,France,Female,37,2,0.0,2,1,0,3939.87,0,0,2,SILVER,512
4645,15714240,Ponomarev,712,Spain,Male,74,5,0.0,2,0,0,151425.82,0,0,2,GOLD,942
2713,15628170,Brown,565,Germany,Female,32,9,68067.24,1,1,0,143287.58,0,0,3,SILVER,504
5065,15671243,Y?,558,France,Female,47,9,0.0,2,1,0,103787.28,0,0,2,PLATINUM,251
5741,15568885,Scott,620,Germany,Female,34,8,102251.57,1,1,0,120672.09,0,0,4,SILVER,663
6010,15766659,Okwudilichukwu,525,Spain,Male,33,5,0.0,2,1,0,161002.29,0,0,1,GOLD,780
7785,15756299,Davis,741,France,Female,64,2,69311.16,1,1,1,59237.72,0,0,1,GOLD,384
2165,15794479,Becker,767,Spain,Male,77,8,149083.7,1,1,1,190146.83,0,0,5,GOLD,383
8437,15617538,Nwankwo,834,Spain,Male,40,7,0.0,2,0,0,45038.74,0,0,1,DIAMOND,886
4833,15808389,Iheatu,617,France,Female,79,7,0.0,1,1,1,160589.18,0,0,3,SILVER,424
6234,15682914,Bolton,850,France,Male,34,2,72079.71,1,1,1,115767.93,0,0,2,GOLD,555
8461,15658982,Napolitani,650,Germany,Female,28,5,122034.4,3,0,1,146663.43,1,1,4,DIAMOND,240
4540,15574206,Shillito,718,France,Female,37,7,0.0,2,1,1,55100.09,0,0,5,PLATINUM,239
2186,15730397,Narelle,739,Spain,Male,40,1,109681.61,1,1,1,193321.3,0,0,5,PLATINUM,523
4442,15628279,Murphy,624,France,Female,38,3,0.0,2,1,1,163666.85,0,0,3,PLATINUM,357
8313,15609977,Mundy,587,France,Male,47,6,71026.77,1,1,0,57962.41,0,0,1,PLATINUM,678
8567,15622985,Lin,679,France,Female,39,4,0.0,1,0,0,172939.3,1,1,5,GOLD,966
411,15566594,McKenzie,709,Spain,Male,23,10,0.0,2,0,0,129590.18,0,0,2,SILVER,246
7292,15611318,Kruglova,599,Spain,Male,33,4,51690.89,1,1,0,111622.76,1,1,4,DIAMOND,811
1550,15584364,Trentini,652,France,Male,48,4,59486.31,1,1,0,163944.18,1,1,5,SILVER,751
64,15751208,Pirozzi,684,Spain,Male,56,8,78707.16,1,1,1,99398.36,0,0,4,SILVER,903
3367,15684010,Tuan,640,Germany,Female,74,2,116800.25,1,1,1,34130.43,0,0,1,PLATINUM,947
8244,15572174,Mazzi,825,France,Male,29,3,148874.01,2,0,1,71192.82,0,0,3,DIAMOND,346
1548,15807294,Walker,653,Spain,Female,30,2,88243.29,2,1,1,96658.26,0,0,1,PLATINUM,875
1045,15779059,Timms,670,France,Female,38,4,119624.54,2,1,1,110472.12,0,0,4,PLATINUM,732
6907,15627514,Short,688,Spain,Female,46,3,0.0,2,0,1,104902.68,0,0,2,PLATINUM,752
9834,15807245,McKay,699,Germany,Female,41,1,200117.76,2,1,0,94142.35,0,0,2,SILVER,706
8804,15741181,Ndubuagha,721,France,Male,41,6,135071.12,1,1,1,64477.25,0,0,3,SILVER,330
8871,15789560,Clark,668,France,Male,42,8,187534.79,1,1,1,32900.41,1,1,2,PLATINUM,835
7833,15664849,Colon,573,Spain,Male,46,3,65269.23,1,0,1,189988.65,1,1,4,GOLD,521
7392,15766734,Castiglione,430,France,Male,31,5,0.0,1,1,0,95655.16,0,0,1,GOLD,533
8327,15813645,Hamilton,491,France,Female,36,0,53369.13,1,1,1,103934.12,0,0,1,GOLD,540
3795,15621409,Endrizzi,496,France,Male,32,4,127845.83,1,1,0,66469.2,0,0,4,SILVER,512
2310,15621210,Angelo,599,Germany,Male,46,9,123444.72,1,1,1,31368.08,1,1,3,DIAMOND,726
166,15585388,Sherman,660,Germany,Male,31,9,125189.75,2,1,1,139874.43,0,0,5,GOLD,612
7469,15627328,Millar,542,Spain,Female,26,2,0.0,2,1,1,54869.54,0,0,2,PLATINUM,303
54,15702298,Parkhill,655,Germany,Male,41,8,125561.97,1,0,0,164040.94,1,1,3,SILVER,343
5435,15638803,Donaldson,733,Spain,Female,32,5,0.0,2,1,0,131625.14,0,0,1,GOLD,522
1124,15596800,Hill,779,Germany,Male,33,1,158456.76,1,1,1,197000.92,1,1,5,PLATINUM,274
4245,15684908,Davidson,540,Germany,Male,64,1,91869.69,1,0,1,95421.0,0,0,5,SILVER,466
6740,15769191,Lipton,509,France,Male,55,8,132387.91,2,1,1,170360.11,0,0,1,PLATINUM,913
4887,15657468,Simmons,711,Germany,Female,53,5,123805.03,1,1,0,102428.51,0,0,5,GOLD,806
4208,15732774,Marchesi,656,France,Male,37,7,112291.34,1,1,0,153157.97,0,0,5,SILVER,722
7195,15778290,Lappin,799,France,Male,70,8,70416.75,1,1,1,36483.52,0,0,4,PLATINUM,958
5871,15780142,Wang,632,France,Male,43,2,100013.51,1,1,0,24275.32,0,0,5,SILVER,839
4784,15729224,Jennings,710,France,Female,37,5,0.0,2,1,0,115403.31,0,0,1,SILVER,875
3158,15815236,Chiganu,574,Spain,Male,34,5,0.0,2,0,0,28269.86,0,0,5,DIAMOND,626
9034,15586029,Davis,806,Germany,Male,34,2,96152.68,2,1,0,143711.02,0,0,2,GOLD,303
2773,15680736,Milne,597,Germany,Female,72,6,124978.19,2,1,1,7144.46,0,0,2,PLATINUM,374
4614,15792565,Duncan,745,France,Female,46,7,0.0,2,1,1,67769.94,0,0,4,PLATINUM,483
5677,15568104,Zubarev,749,France,Female,26,6,0.0,2,0,1,34948.77,0,0,4,GOLD,240
4528,15593900,Belousov,705,France,Male,38,1,189443.72,1,0,1,106648.58,0,0,3,PLATINUM,648
7197,15586183,Wallace,561,France,Female,35,5,0.0,2,1,0,59981.62,0,0,2,PLATINUM,598
3108,15697424,Ku,597,Spain,Female,30,2,119370.11,1,1,1,182726.22,1,1,4,SILVER,851
246,15797219,Ifesinachi,635,France,Female,40,10,123497.58,1,1,0,131953.23,1,1,5,GOLD,774
4721,15780654,Sergeyev,619,Germany,Female,33,3,100488.92,2,0,1,36446.74,0,0,4,PLATINUM,522
398,15612187,Morin,547,Germany,Male,32,8,155726.85,1,1,0,67789.99,0,0,2,SILVER,309
9987,15581736,Bartlett,673,Germany,Male,47,1,183579.54,2,0,1,34047.54,0,0,5,PLATINUM,772
7041,15655658,Bulgakov,678,France,Female,48,2,0.0,2,1,1,32301.88,0,0,2,GOLD,870
7180,15575438,Pease,613,France,Male,42,7,115076.06,1,1,1,79323.61,0,0,1,SILVER,589
2343,15788535,Tan,593,Spain,Male,44,5,0.0,1,1,0,128046.98,0,0,2,SILVER,569
1446,15646302,Shao,705,France,Female,24,7,100169.51,1,1,0,121408.55,0,0,1,SILVER,566
6167,15567431,Kodilinyechukwu,773,France,Male,64,2,145578.28,1,0,1,186172.85,0,0,1,SILVER,630
1699,15807595,Ijendu,485,Germany,Male,51,7,144244.59,2,1,0,51113.14,0,0,4,PLATINUM,633
174,15586310,Ting,578,France,Male,30,4,169462.09,1,1,0,112187.11,0,1,5,DIAMOND,872
6118,15674928,Mullah,850,Spain,Male,37,2,0.0,2,1,0,119969.99,0,0,2,DIAMOND,272
5127,15655298,Lewis,654,Spain,Female,54,5,0.0,2,0,1,47139.06,0,0,3,SILVER,613
9717,15706458,Pan,812,Germany,Male,39,5,115730.71,3,1,1,185599.34,1,1,1,SILVER,380
2459,15813303,Rearick,513,Spain,Male,88,10,0.0,2,1,1,52952.24,0,0,1,PLATINUM,627
9630,15601977,Burgoyne,497,Spain,Male,44,2,121250.04,1,0,1,79691.4,0,0,3,DIAMOND,595
3102,15809347,Fanucci,763,Germany,Male,32,9,160680.41,1,1,0,30886.35,0,0,3,DIAMOND,600
1883,15707114,Holder,831,France,Male,30,2,0.0,2,0,1,3430.38,0,0,1,DIAMOND,841
932,15700476,Azubuike,564,Germany,Male,41,9,103522.75,2,1,1,34338.21,0,0,1,GOLD,599
3672,15616666,Artemova,646,Germany,Female,52,6,111739.4,2,0,1,68367.18,0,0,1,DIAMOND,234
5268,15710397,Lin,584,France,Male,26,4,0.0,2,1,0,147600.54,0,0,2,SILVER,408
1907,15608387,Fu,786,France,Female,29,4,0.0,2,1,0,103372.79,0,0,4,SILVER,245
1655,15667134,Cisneros,446,France,Male,32,8,0.0,2,0,0,133292.94,0,0,2,SILVER,444
5121,15701176,Brown,663,France,Male,26,5,141462.13,1,1,0,440.2,0,0,5,SILVER,940
6727,15633213,Rizzo,628,Spain,Male,50,8,0.0,1,0,0,144366.83,1,1,2,GOLD,407
466,15726032,Enyinnaya,608,France,Male,33,9,89968.69,1,1,0,68777.26,0,0,3,GOLD,614
8755,15619045,Baxter,776,France,Female,43,4,0.0,2,0,1,162137.5,0,0,1,DIAMOND,228
9373,15775826,Iadanza,677,France,Male,30,1,78133.15,1,0,1,174225.88,0,0,5,PLATINUM,926
4345,15585427,Madueke,528,France,Female,26,10,102073.67,2,0,0,166799.93,0,0,4,SILVER,370
2503,15782659,Mamelu,527,France,Male,32,0,0.0,1,1,0,109523.88,0,0,3,SILVER,987
7852,15651581,Lavrentyev,758,Germany,Male,68,6,112595.85,1,1,0,35865.44,1,1,4,GOLD,843
6944,15603741,MacDonnell,719,Spain,Male,40,4,128389.12,1,1,1,176091.31,0,0,1,DIAMOND,979
3524,15766746,Darwin,835,France,Male,35,6,127120.07,1,1,0,28707.69,0,0,2,PLATINUM,525
7208,15570990,Begley,520,Spain,Female,30,4,145222.99,2,0,0,145160.96,0,0,3,GOLD,779
3673,15706904,Robertson,750,France,Male,43,6,113882.31,1,1,1,74564.41,0,0,5,SILVER,526
813,15578980,Piazza,516,Spain,Female,33,3,0.0,2,1,1,58685.59,0,0,2,PLATINUM,692
5087,15667289,Henderson,719,Spain,Male,50,2,0.0,2,0,0,10772.13,0,0,4,PLATINUM,930
6933,15570970,Han,647,France,Female,42,9,0.0,2,1,1,51362.82,0,0,1,DIAMOND,358
5086,15687372,Padovesi,547,Germany,Male,49,8,121537.71,2,1,0,46521.45,1,1,2,DIAMOND,227
4649,15751392,Fanucci,689,Spain,Female,57,4,0.0,2,1,0,136649.8,1,1,2,GOLD,909
5809,15694556,Nkemakolam,684,France,Male,60,2,116563.58,1,1,0,120257.7,1,1,1,SILVER,969
353,15777352,Ikedinachukwu,568,Spain,Female,32,7,169399.6,1,1,0,61936.22,0,0,4,PLATINUM,234
2868,15654211,Milani,559,Spain,Female,27,1,0.0,1,0,1,1050.33,0,0,5,DIAMOND,658
1414,15797733,Udobata,503,Germany,Male,30,10,136622.55,2,0,0,47310.24,0,0,3,PLATINUM,303
4984,15723721,Tinline,543,France,Male,30,4,140916.81,1,1,0,157711.18,0,0,1,PLATINUM,470
132,15718369,Kaodilinakachukwu,795,Germany,Female,33,9,130862.43,1,1,1,114935.21,0,0,5,GOLD,411
9679,15718064,Chia,635,Spain,Male,29,2,0.0,2,0,0,117173.8,0,0,1,GOLD,624
5323,15699830,Doherty,721,France,Female,40,7,0.0,2,1,1,122580.48,0,0,4,PLATINUM,351
2133,15599722,Chia,609,Spain,Female,43,6,86053.52,2,1,1,113276.46,1,1,5,PLATINUM,529
9202,15788183,Longo,458,Germany,Female,43,1,106870.12,2,1,0,100564.37,0,0,3,DIAMOND,322
5311,15624744,Tai,622,Germany,Male,42,9,115766.26,1,0,0,72155.85,1,1,3,PLATINUM,483
2079,15815626,Oluchi,640,France,Male,63,2,68432.45,2,1,1,112503.24,1,1,1,SILVER,384
3485,15643679,Goliwe,784,Germany,Male,28,2,70233.74,2,1,1,179252.73,0,0,5,GOLD,827
8848,15630244,Chu,457,France,Male,40,10,134320.23,2,1,0,150757.35,0,0,5,DIAMOND,237
